Id,Name,Painter,Description,Year_early,Year_late,Materials,Colors,Image
SK-A-3064,Portret van een meisje in het blauw,Johannes Cornelisz. Verspronck,"Portret van een meisje in het blauw. Staande, ten halven lijve, in de handen een veren waaier.",1641,1641,"doek,olieverf",['gray'],http://lh3.googleusercontent.com/Q7IcXXiZWTFSp9qNAA8WAN1Jl17vh81SCvudE6jvVkhvkPESy3Eywn1MqailKyFwzMI8vX4__0nKCPvFNACKV3o984b8=s0
SK-C-216,"Isaak en Rebekka, bekend als ‘Het Joodse bruidje’",Rembrandt van Rijn,"Portret van een paar als Isaac en Rebecca of andere Oud-Testamentische figuren, bekend onder de titel 'Het Joodse bruidje' of 'De Joodse bruid'. De man legt zijn rechterhand op de borst van de vrouw, de linkerarm over de schouders. De vrouw legt haar linkerhand op de hand van de man, de rechterhand voor de buik. Het paar is geportretteerd staande, tot de knieën, voor een muur.",1665,1669,"linnen,olieverf",['#4b3b00'],http://lh3.googleusercontent.com/mAyAjvYjIeAIlByhJx1Huctgeb58y7519XYP38oL1FXarhVlcXW7kxuwayOCFdnwtOp6B6F0HJmmws-Ceo5b_pNSSQs=s0
SK-A-372,Maria Magdalena,Jan van Scorel,Maria Magdalena zittend onder een boom met de zalfpot op de schoot. De heilige zit in een landschap met bergen en grillige rotspartijen.,1530,1530,"paneel,olieverf",['#403900'],http://lh3.googleusercontent.com/moxL3z7zz5j_5gQCgvRGcmLD-RDhVgZvA2NGREYgkLTkYUbGa4Ts-57UaQ4ilN38xWX6w_gb_eU6hkMZcC-wfMg5NQ=s0
SK-A-4050,Zelfportret als de apostel Paulus,Rembrandt van Rijn,"Zelfportret van Rembrandt als de apostel Paulus. Ten halven lijve naar links, het gelaat naar de kijker gewend. Met openstaande mantel die zicht geeft op het zwaard dat op de borst wordt gedragen, op het hoofd een witte tulband. In de handen een opengevouwen bundel zendbrieven.",1661,1661,"doek,olieverf",['#2d2400'],http://lh3.googleusercontent.com/NrCcfeY0r2F3M2hIQe5SLDRofR2tVzeOH18VjflOYGj88v4clb4v2H_VgCZR4nJhYsxxH9ATzfkL2tRqOWEK5-gPVEE=s0
SK-C-217,Interieur van de Sint-Odulphuskerk in Assendelft,Pieter Jansz. Saenredam,"Interieur van de Sint Odulphuskerk te Assendelft, gezien vanuit het koor naar het westen, tijdens een kerkdienst. Rechts de predikant op de preekstoel. Rechtsop de voorgrond in de vloer de grafsteen van Jan Saenredam, de vader van de schilder.",1649,1649,"paneel,olieverf",['#c4bc00'],http://lh3.googleusercontent.com/syXQ15BsLoLf9scnpbIost1DjOARfi7Cv34V1R4-CfsOIBV0fGC91g4kJhNexvjxNJbjLK7af-rAO5_tsebkcJYQyFo=s0
SK-C-211,De molen bij Wijk bij Duurstede,Jacob Isaacksz. van Ruisdael,"De molen bij Wijk bij Duurstede. Links de rivier de Lek met een bootje, rechts de molen nabij de oever. In de verte de torens van kasteel Duurstede, rechts de toren van de Sint-Janskerk. Langs de oever lopen enkele vrouwen.",1668,1670,"doek,olieverf",['#373200'],http://lh3.googleusercontent.com/3EDrQy1jW6akN2k8eAeCECHJ1FmvM1f2pb9a-de51ErcQcghh7cbpzFIh-QYdcGfpi3FjxH1AP6C_FvPNR-I9n8I4No=s0
SK-A-4100,De kunstgalerij van Jan Gildemeester Jansz,Adriaan de Lelie,"De kunstgalerij van Jan Gildemeester Jansz in zijn huis aan de Herengracht te Amsterdam. Interieur met een groep gasten die de aanwezige schilderijen bekijken. In het midden Jan Gildemeester Jansz met een bezoeker met een bril. Links een vrouw zittend achter een ezel. De kamer is gedecoreerd met schilderingen van Jacob de Wit. Door de deur zijn meer schilderijen in een andere kamer zichtbaar. Tot de aanwezigen behoren Pieter Fouquet, C.R.T. Krayenhoff, de schilders Adriaan de Lelie (knielend rechts op de voorgrond) en Jurriaan Andriessen, mevr. Marianne Dull-Dohrman en Bernardus de Bosch Jeronimosz.",1794,1795,"paneel,olieverf",['#3e3400'],http://lh3.googleusercontent.com/vkoS9jmZLZWuWH1LNIG3eJUVI6W7XqOUKmFf_lcuB4m1nJydWPXZGggi3XGwmirNj1wLdiO7sH6x5fJ60XJnH2expg=s0
SK-A-135,"Een schutter die een berkenmeier vasthoudt, bekend als ‘De vrolijke drinker’",Frans Hals,"De vrolijke drinker. Lachende man met baard en grote zwarte hoed, ten halven lijve, met een berkenmeier in de linkerhand en opgeheven rechterhand. Om de hals een medaillon aan een ketting.",1628,1630,"doek,olieverf",['#907900'],http://lh3.googleusercontent.com/5aw-i_9ekbJ4pPjKVv43OCt71as9teFoMxTDfZb7JlPk7uecGFxzVpP9KM8mbRtzgP8ITC8vHEV4SJYkJkhniWjpcOQ=s0
SK-C-6,"De waardijns van het Amsterdamse lakenbereidersgilde, bekend als ‘De Staalmeesters’",Rembrandt van Rijn,"De Staalmeesters: het college van staalmeesters (waardijns) van het Amsterdamse lakenbereidersgilde, bijeen rond een tafel waarop een Perzisch kleed ligt, op tafel het opengeslagen stalenboek. Voorgesteld zijn (van links naar rechts): Jacob van Loon (1595-1674), Volckert Jansz (1605/10-81), Willem van Doeyenburg (ca. 1616-87), de knecht Frans Hendricksz Bel (1629-1701), Aernout van der Mye (ca. 1625-81) en Jochem de Neve (1629-81). Rechts boven de haard een schilderij met een brandend baken.",1662,1662,"doek,olieverf",['#3f2a00'],http://lh3.googleusercontent.com/gShVRyvLLbwVB8jeIPghCXgr96wxTHaM4zqfmxIWRsUpMhMn38PwuUU13o1mXQzLMt5HFqX761u8Tgo4L_JG1XLATvw=s0
SK-A-180,Een vrolijke vioolspeler,Gerard van Honthorst,"Een vrolijke vioolspeler die een berkenmeier vasthoudt. Een lachende man leunt uit een venster waarvoor een Oosters kleed hangt. In de rechterhand houdt een berkenmeier met wijn omhoog, in de linkerhand een viool met strijkstok. Op het hoofd een hoed met pluimen.",1623,1623,"doek,olieverf",['#463700'],http://lh3.googleusercontent.com/V3sjNgCA_Jssjm0sTKaPZeOwCv_vAPpjllrAF-yAB8UkqIlc6UX_jxJmxH_axVHTHxlK1E7Slecg8K5bIvSbDlw0zg=s0
SK-A-4830,Stilleven met vergulde bokaal,Willem Claesz. Heda,"Stilleven met een vergulde bokaal. Op een tafel bekleed met een groen tafelkleed en twee linnendamasten servetten zijn uitgestald: tinnen borden met brood en een tinnen schaal met oesters, een glas met rode wijn, een olie- of azijnkannetje van glas, een zilveren zoutvat, een roemer met witte wijn, een verguld zilveren bokaal met deksel, een tinnen wijnkan en een neergelegde berkenmeier.",1635,1635,"paneel,olieverf",['#463d00'],http://lh3.googleusercontent.com/Wi6ss1_NdCoVQLhV34QIB4gNGICcx30gI8kXZ_7I2Nmoudc-LBSdwVYBEJGv7Fly4vsv9HLkCqNwtevaCDuzecKcmOs=s0
SK-A-1115,De Slag bij Waterloo,Jan Willem Pieneman,"De slag bij Waterloo, 18 juni 1815. Gezicht op het slagveld op het moment dat de Engelse bevelhebber Wellington hoort dat Pruisische hulp onderweg is. De gewonde Willem, prins van Oranje, wordt links op de voorgrond weggevoerd. De bevelhebbers en andere officieren te paard staan in het midden, rechts op de voorgrond gewonde en dode soldaten. Op de achtergrond woeden de gevechten op het slagveld. Geportretteerd zijn verder (onder anderen): Lieutenant-general Lord Uxbridge, sir Rowland Hill, Staff Colonel Sir William Delancey, Major-General George Cooke, Colonel Harvey, Colonel Campbell. luitenant-generaal Don Miquel de Alava, Lieutenant-colonel F.C. Ponsonby, Major William Thornhill, Jean Victor, baron De Constant de Rebeque, Colonel Sir John Elley, Luitenant-kolonel Aberson, Generaal-majoor A.K.J.G. d'Aubremé, Kapitein Aberson, Kapitein H. Roepel, Kolonel H. Detmers, Majoor J.L.D. van der Smissen, Colonel J. Colborne, Luitenant kolonel Jhr. W.F. Boreel. Luitenant Generaal D.H. Baron Chassé, Colonel Sir G.A. Wood, Generaal Majoor J.B. Baon van Merlen, Luitenant Generaal Ch. von Alten, Major General Sir Colin Halkett, Lieutenant-Colonel William George Harris, Kapitein C. Nepveu, Fitzroy James Henry Somerset, H.D. Graaf De Cruquenbourg, N.C. Ampt, Generaal-Majoor Jhr. A.D. Trip, John William Fremantle, Generaal-Majoor Graaf van Rheede, Major-General Lord Edward Somerset, Charles Gordon Lennox, earl of March, Colonel Dennis Pack, Majoor P.S.R. van Hooff, Major general John Ormsby Vandeleur, Major Georg, Freiherr Baring, Kolonel C. Von Ompteda, Kolonel L.J.H.F. De Caylar en Général de Division Cambronne, Maréchal de Camp.",1824,1824,"doek,olieverf",['#3e3300'],http://lh3.googleusercontent.com/MHkVLylkz-ITQAhXck5aQUTXxJX6xequIQbsppMh9eFx2fbg1Botuex8eQidQwyAgGttsISWm2FDipZ0SD5CWEIm_WA=s0
SK-A-2963,Portret van Don Ramón Satué,Francisco de Goya,"Portret van Don Ramón Satué. Lid van de Sala de Alcaldes de Corte per la Audiencia Territorial de Madrid. Heupstuk, naar links, staande met de handen in de zakken.",1823,1823,"doek,olieverf",['black'],http://lh3.googleusercontent.com/SwwiVAxnwFE_s-k7-bPOZ6jnGfcuVDJoZ-ofLb0Zispb-mJdsfasrE1nTPRcGDPwyEqY0txKpjPcAWaIIltYvvPtDA8=s0
SK-A-4118,Rivierlandschap met ruiters,Aelbert Cuyp,"Rivierlandschap met op de voorgrond twee ruiters, één laat zijn paard uit het water drinken. Rechts een herder die enkele koeien bewaakt, achter hem enige huizen en in de verte de torens van een stad.",1653,1657,"doek,olieverf",['#4a4000'],http://lh3.googleusercontent.com/z4na-N97cBG8sDS7qza0JUbMoGYcmHAP6oc_gyotyiWU3pTJpECBtNqdLJqxLl6ALWe5WBy84LpTLgrydrLR-8hwvg=s0
SK-A-1796,De buitenpartij,Dirck Hals,"De buitenpartij. Een vrolijk gezelschap in de tuin van een landhuis. Links en rechts twee elegante staande paren. Links een groepje muzikanten, in het midden een grote gedekte tafel waar gegeten en gedronken wordt. Rechts op de voorgrond een grote koeler met flessen wijn. Voor de tafel zitten een geketende aap en verschillende honden. Links op een voetstuk een papegaai en een pauw.",1627,1627,"paneel,olieverf",['gray'],http://lh3.googleusercontent.com/2kjBth_lI3Wir9x_rKl95XRj0BUIiGUm-DmesBhAW3IXoHwfRR3uECU3TF9gR4nUhV9C34vW3yodSi_4GrSyBJTd5Q=s0
SK-A-2099,Stilleven met asperges,Adriaen Coorte,Stilleven met een bosje asperges.,1697,1697,"papier,paneel,olieverf",['#b3ac00'],http://lh3.googleusercontent.com/qEnlrp5MyHgLIVvrQR3HYtMBhQaLsxCmhBB15DCxX07l_rAvKqjKAXgCkgigYYxA2hGls9riG6Xfn_K_V5_GMfd_0bE=s0
SK-C-2,Schuttersmaaltijd ter viering van de Vrede van Munster,Bartholomeus van der Helst,"De schuttersmaaltijd in de Voetboogdoelen of St. Jorisdoelen te Amsterdam ter viering van het sluiten van de vrede van Munster, 18 juni 1648. Voorgesteld zijn: kapitein Cornelis Jansz Witsen (met de zilveren drinkhoorn), luitenant Johan Oetgens van Waveren (die zijn hand schudt), de vaandrig Jacob Banningh (zittend naast de grote trommel), Dirck Claesz Thoveling en Thomas Hartog (sergeanten), Pieter van Hoorn, Willem Pietersz van der Voort, Adriaen Dirck Sparwer, Hendrick Calaber, Govert van der Mij, Johannes Calaber, Benedictus Schaeck, Jan Maes, Jacob van Diemen, Jan van Ommeren, Isaac Ooyens, Gerrit Pietersz van Anstenraadt, Herman Teunisz de Kluyter, Andries van Anstenraadt, Christoffel Poock, Hendrick Dommer Wz, Paulus Hennekijn, Lambregt van den Bos en Willem (de trommelslager). Op de grote trommel hangt een papier met een gedicht van Jan Vos. Door de openstaande ramen is de gevel van de brouwerij 'het Lam' aan de Singel zichtbaar. Rechts brengt een vrouwen een kalkoenpastei binnen. Op tafel staan tinnen borden, roemers en andere glazen. Links staat op de vloer een grote metalen koeler met een wijnvat.",1648,1648,"doek,olieverf",['black'],http://lh3.googleusercontent.com/kmCDKP1kMN72zB-7CHBOBdCnyU3Z-NW7WIzuN_sIqm5n9xf6lG4oTtfcWsGW8qhbVYuwSDkYlhOglx7z4YaFL8UeFWU=s0
SK-A-128,De kindermoord in Bethlehem,Cornelis Cornelisz. van Haarlem,De kindermoord te Bethlehem. Slachtpartij buiten de poorten van de stad. Naakte soldaten vermoorden de kinderen met messen en zwaarden.,1590,1590,"doek,olieverf",['black'],http://lh5.ggpht.com/JH0svNh0Pkov_W97MDHw8v2-qKS8AdixVJ-CiPL_xBECNdEyTBkicMvZBsqgW6GQ0TB9moKnfGUYacWQS32rqeoEjA4=s0
SK-A-2382,Kinderen der zee,Jozef Israëls,Voorstelling getiteld 'Kinderen der zee'. Vier kinderen spelen met een speelgoed zeilbootje in het water aan het strand. De oudste jongen draagt een kind op zijn rug.,1872,1872,"doek,olieverf",['#7b7500'],http://lh3.googleusercontent.com/BMvxPb9RF9F-qz68PAIIrROTp7G352oNEzZWmmT-H1YXSgf2Id33oQBssFYnPL52KwiyFgYY1pSInpEVrhrx1OViFQ=s0
SK-A-4691,Zelfportret,Rembrandt van Rijn,"Zelfportret van Rembrandt op jeugdige leeftijd. Buste naar rechts, het gelaat in de schaduw, met krullend haar.",1628,1628,"paneel,olieverf",['#2a2100'],http://lh3.googleusercontent.com/7qzT0pbclLB7y3fdS1GxzMnV7m3gD3gWnhlquhFaJSn6gNOvMmTUAX3wVlTzhMXIs8kM9IH8AsjHNVTs8em3XQI6uMY=s0
SK-A-4821,Stilleven met kazen,Floris Claesz. van Dijck,"Stilleven met kazen. Op een tafel met kleden van wit linnendamast en roze zijde staat in het midden een tinnen schaal met drie kazen, daarvoor een Chinees bord met noten of olijven en een tinnen bord met een doorgesneden halve appel. Rechts staat een schenkkan van Siegburgs steengoed, links een Chinese kom met appels en een tinnen bord met witte en blauwe druiven. Verder een roemer, enkele glazen, een broodje, een mes, een kool en een peer.",1615,1615,"paneel,olieverf",['gray'],http://lh3.googleusercontent.com/99G97dfneNVNXVlesr2k54y7sgoVTKUaK1iZdukAJszvZ7jOiukoyKB3Ouo19-pod6QaclptWdbxmSFQkRfJqzWb9ucM=s0
SK-C-149,"Een moeder die het haar van haar kind reinigt, bekend als ‘Moedertaak’",Pieter de Hooch,"Binnenkamer met een moeder die het haar van haar kind ontdoet van luizen, bekend als 'Moedertaak'. Interieur met rechts moeder en kind zittend voor een bedstee. Rechts een kinderstoel, links zit een hond op de plavuizenvloer en kijkt naar het openstaande raam in het achterliggend vertrek. Boven de deur een schilderijtje met een landschap.",1658,1660,"doek,olieverf",[],http://lh3.googleusercontent.com/6Vm9nYrTeeYe5wl7lOafEHUnbzNF8KJw3ZbV_cNBr_wQTyHyp1DJxEWEEK3OSuji9XGYx04r15HTVPu850WeFcOd0ZVv=s0
SK-A-1405,Portret van Jacob Cornelisz van Oostsanen,Jacob Cornelisz. van Oostsanen,"Portret van de schilder Jacob Cornelisz van Oostsanen, voorheen beschouwd als een zelfportret.",1533,1533,"paneel,olieverf",['#807200'],http://lh3.googleusercontent.com/wsOiP3dkzCLPxvJrI22iBU6o0pTx924PhmColiZIS0U-9gxyuAEe0R_zXqBomPXyP5aQerx3BKhyiKxVMf1Z0Y8NjsU=s0
SK-A-175,"Een pelikaan en ander gevogelte bij een waterbassin, bekend als ‘Het drijvend veertje’",Melchior d'Hondecoeter,"Een pelikaan en ander gevogelte bij een waterbassin in een tuin in een voorstelling bekend als 'Het drijvend veertje'. Op de voorgrond de pelikaan, in het water verschillende soorten eenden, links een kasuaris, een flamingo en een Afrikaanse kroonkraanvogel. In de lucht en in de verte nog verschillende andere vogels.",1680,1680,"doek,olieverf",['#4f4300'],http://lh3.googleusercontent.com/3UIOtn2DLhEC4W92V0_pIdChloiYyzpXvehK0BYaM3NHJR5zWhcA7uXlcNX_mCAt9xBh3gaHo3pDuriYzYm3uEDbeUEr=s0
SK-A-133,"Portret van een stel, waarschijnlijk Isaac Abrahamsz Massa en Beatrix van der Laen",Frans Hals,"Huwelijksportret van Isaac Abrahamsz Massa en Beatrix van der Laen, getrouwd te Haarlem op 25 april 1622. Het paar zit ten voeten uit op een verhoging onder een boom. Links een distel, rechts klimop. Rechts op de achtergrond elegante paren wandelend in een tuin met fontein bij een landhuis.",1622,1622,"doek,olieverf","['black,gray']",http://lh3.googleusercontent.com/WJyYFvVf8ouRjhS-tVrP3w72w4nkqIsKvtBix7rZ3DHbpjsHmEF_eW689qEpIUhWfl7C-hqz56GE2pXHW4ewIIcrLlud=s0
SK-C-229,Het vrolijke huisgezin,Jan Havicksz. Steen,"Het vrolijke huisgezin of 'Soo de ouden songen, pijpen de jongen'. Interieur met een gezin rond een tafel dat zich vermaakt met muziek, zang en drank. Links in het raam een jongen met een pijp en een hoorn, aan tafel een zingende oude man met opgeheven roemer, een man spelend op een doedelzak, twee vrouwen die zingen van een stuk papier, een kind met een lepel, een jongen met een fluit en een jongen en een meisje die een pijp roken. Voor de tafel krijgt een kind een slok wijn uit een kan. Op de vloer een hond, kruiken, een bord en een steelpan.",1668,1668,"doek,olieverf",['#4b3f00'],http://lh3.googleusercontent.com/7JF0tll1eAfY8XgFHJ6Iq_e1xux4xgcT8_LxMfVbZdRMC5CX5KsXLH1DLlMEfuTfKX8kehtmhJyzJSBFEBDPFmeB6Y8=s0
SK-A-3148,Willem van Oranje,Adriaen Thomasz. Key,"Portret van Willem I, prins van Oranje, genaamd Willem de Zwijger. Buste, naar rechts.",1579,1579,"paneel,olieverf",['gray'],http://lh3.googleusercontent.com/_BGOU2j67VwLEzkwwGvykBeqM-AgXmGcnQ1KOHVE_VcWJ8g6MqPXXTJ-P-is99ojsMggoe5tQnwsMrYdg7Y0ae6YNLU=s0
